sortie	sorties
souse	souses
spaghetto	spaghettis
spectrum	spectrums
speculum	speculums
spondylitis	spondylitises
spouse	spouses
spumaretrovirus	spumaretroviruses
spumavirus	spumaviruses
staccato	staccatos
Stacie	Stacies
stadium	stadiums
stamen	stamens
stapes	stapeses
starets	staretses
status	statuses
Stefanie	Stefanies
stegosaurus	stegosauruses
Stephanie	Stephanies
sterno	sternos
Stevie	Stevies
stigma	stigmata
stimulus	stimuli
stoma	stomata
stomach	stomachs
stomachache	stomachaches
stomatitis	stomatitises
strabismus	strabismuses
stratum	strata
streptocarpus	streptocarpuses
strophanthus	strophanthuses
stucco	stuccos
stylo	stylos
stylus	styluses
stymie	stymies
subvirus	subviruses
succubus	succubuses
suds	sudses
suffuse	suffuses
suipoxvirus	suipoxviruses
summons	summonses
sumo	sumos
surplus	surpluses
Susie	Susies
susurrus	susurruses
sweetie	sweeties
swine	swines
syllabus	syllabuses
Sylvie	Sylvies
symbiosis	symbioses
syndesmos	syndesmoses
syngas	syngases
synophthalmus	synophthalmuses
synopsis	synopses
synovitis	synovitises
synthesis	syntheses
Syracuse	Syracuses
tableau	tableaus
Tacoman	Tacomans
Tahoe	Tahoes
Taiko	Taikos
talisman	talismans
talouse	talouses
Tammie	Tammies
tantalus	tantaluses
tax	taxes
taxis	taxes
teal	teals
teargas	teargases
techno	technos
tectivirus	tectiviruses
telekinesis	telekineses
tempo	tempos
tenderfoot	tenderfoots
tendinitis	tendinitises
tendonitis	tendonitises
tenosynovitis	tenosynovitises
terrazzo	terrazzos
Terrie	Terries
Tessie	Tessies
testis	testes
testudo	testudos
tetanus	tetanuses
tetravirus	tetraviruses
thallus	thalluses
that	those
thermos	thermoses
thesaurus	thesauruses
thesis	theses
thief	thieves
this	these
thrips	thripses
throe	throes
thrombosis	thromboses
thymus	thymuses
tie	ties
timpano	timpanos
tinnitus	tinnituses
Tippecanoe	Tippecanoes
tiptoe	tiptoes
tiro	tiros
tive	tives
tobacco	tobaccos
tobamovirus	tobamoviruses
tobravirus	tobraviruses
toe	toes
togavirus	togaviruses
Togo	Togos
Tokyo	Tokyos
tomato	tomatoes
tombusvirus	tombusviruses
Tommie	Tommies
tonsillitis	tonsillitises
tonus	tonuses
tooth	teeth
toothache	toothaches
topaz	topazes
torero	toreros
Torino	Torinos
tornado	tornadoes
Toronto	Torontos
torpedo	torpedoes
torquetenovirus	torquetenoviruses
torso	torsos
torte	torten
torus	toruses
tospovirus	tospoviruses
Toulouse	Toulouses
tour-de-force	tours-de-force
tracheitis	tracheitises
Tracie	Tracies
tranche	tranches
transfuse	transfuses
trapezium	trapeziums
trapezius	trapeziuses
trauma	traumas
Trekkie	Trekkies
trellis	trellises
tremolo	tremolos
trias	triases
trichovirus	trichoviruses
trilby	trilbys
tripos	triposes
tritimovirus	tritimoviruses
trolleybus	trolleybuses
tuberculosis	tuberculoses
tumulus	tumuluses
tuna	tunas
turbot	turbots
turf	turfs
twelve	twelves
tymovirus	tymoviruses
typhus	typhuses
typo	typos
tyrannosaurus	tyrannosauruses
tyro	tyros
ufo	ufos
ultimatum	ultimatums
ultravirus	ultraviruses
umbilicus	umbilicuses
umbra	umbras
umbravirus	umbraviruses
underdrawers	underdrawerses
underlie	underlies
UNESCO	UNESCOs
unisexuals	unisexualses
untie	unties
upas	upases
urethritis	urethritises
urinalysis	urinalyses
urus	uruses
use	uses
ushabti	ushabtiu
uterus	uteruses
uveitis	uveitises
uvulitis	uvulitises
vacciniavirus	vacciniaviruses
vacuum	vacuums
Valarie	Valaries
Valerie	Valeries
Valkyrie	Valkyries
valve	valves
valvulitis	valvulitises
vaquero	vaqueros
varicellovirus	varicelloviruses
vas	vasa
veggie	veggies
velum	velums
vermicello	vermicellos
verso	versos
vertebra	vertebrae
vertex	vertices
vesiculovirus	vesiculoviruses
veto	vetoes
vibrato	vibratos
Vickie	Vickies
vie	vies
view	views
violoncello	violoncellos
Virgie	Virgies
Virgo	Virgos
virtuoso	virtuosos
virus	viruses
viscus	viscera
vita	vitas
vitellus	vitelluses
volcano	volcanoes
vomitus	vomituses
vortex	vortexes
vulvitis	vulvitises
walrus	walruses
water fowl	water fowls
water-fowl	water-fowls
wave	waves
weave	weaves
weeds	weedses
weirdo	weirdos
whereas	whereases
WHO	WHOs
wildebeest	wildebeest
Willie	Willies
Winnie	Winnies
woe	woes
woman-doctor	women-doctors
workman	workmen
WTO	WTOs
wunderkind	wunderkinder
Wylie	Wylies
Yakiman	Yakimans
Yamoussoukro	Yamoussoukros
yatapoxvirus	yatapoxviruses
yes	yeses
yeshiva	yeshivoth
yo-yo	yo-yos
Yokohaman	Yokohamans
Yorkie	Yorkies
yourself	yourselves
Yuman	Yumans
yuppie	yuppies
zecchino	zecchini
zero	zeros
Zibo	Zibos
Zoe	Zoes
zombie	zombies
zucchini	zucchinis
zygomaticus	zygomaticuses
